AM903082.gene5.p01	APH(3')-IIIa	ARO:3002647
AY162283.2.gene6.p01	sul1	ARO:3000410
AY339625.2.gene17.p01	aadA	ARO:3002601
AY368236.1.gene1.p1	TEM-127	ARO:3000989
AY327540.1.gene1.p01	TEM-124	ARO:3000986
AY368237.1.gene1.p1	TEM-128	ARO:3000990
AY423074.1.gene1.p01	OXA-62	ARO:3001792
AY445080.1.gene1.p01	OXA-56	ARO:3001795
AY494718.1.gene1.p01	GES-6	ARO:3002335
AY162283.2.gene3.p01	OXA-4	ARO:3001399
AY327539.1.gene1.p01	TEM-123	ARO:3000985
AY491682.1.gene1.p1	TEM-132	ARO:3000996
AY436361.1.gene1.p01	TEM-131	ARO:3000995
AY494717.1.gene1.p01	GES-5	ARO:3002334
AY289608.1.gene2.p01	OXA-53	ARO:3001810
AY524987.1.gene1.p01	VIM-8	ARO:3002278
AY494945.1.gene2.p01	DHA-3	ARO:3002134
AY033653.3.gene5.p01	AAC(6')-Ib'	ARO:3002548
AY343493.1.gene1.p01	OXA-55	ARO:3001813
AY536519.1.gene1.p01	VEB-3	ARO:3002372
AY553332.1.gene1.p01	IMP-14	ARO:3002205
AJ584652.2.gene3.p01	IMP-16	ARO:3002207
AY513266.1.gene1.p01	CMY-17	ARO:3002028
AY528425.1.gene1.p1	TEM-133	ARO:3000997
AY504627.1.gene1.p1	IND-5	ARO:3002261
AY515297.1.gene1.p1	CTX-M-34	ARO:3001896
AY524988.1.gene1.p01	VIM-9	ARO:3002279
AY248038.1.gene4.p01	CARB-9	ARO:3002248
AY524989.1.gene1.p01	VIM-10	ARO:3002280
AY289608.1.gene3.p01	AAC(6')-I30	ARO:3002588
AY339625.2.gene5.p01	APH(3')-Ia	ARO:3002641
NC_002516.2.879230.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AY339625.2.gene19.p01	sul1	ARO:3000410
AY553333.1.gene1.p01	IMP-15	ARO:3002206
AY589493.1.gene1.p01	TEM-112	ARO:3000975
AY589495.1.gene1.p01	TEM-114	ARO:3000977
AY649755.1.gene1.p01	CTX-M-37	ARO:3001899
AY574271.1.gene1.p01	TEM-134	ARO:3000998
AY584237.1.gene1.p1	SME-3	ARO:3002381
AY661885.1.gene1.p01	SHV-30	ARO:3001088
AY740681.1.gene7.p01	sul1	ARO:3000410
AY619003.1.gene1.p01	OXA-63	ARO:3001764
AY628175.1.gene1.p01	TEM-109	ARO:3000972
AY605049.2.gene1.p01	VIM-11	ARO:3002281
AY635904.1.gene1.p01	VIM-14	ARO:3002284
AY628199.1.gene1.p01	TEM-126	ARO:3000988
AY740681.1.gene5.p01	catB3	ARO:3002676
AY589494.1.gene1.p01	TEM-113	ARO:3000976
AY628176.1.gene1.p01	TEM-125	ARO:3000987
AY743434.1.gene1.p01	CMY-18	ARO:3002029
AY033653.3.gene4.p01	AAC(6')-Ib'	ARO:3002548
AY762325.1.gene1.p01	OXA-73	ARO:3001785
AY750913.1.gene1.p01	OXA-71	ARO:3001619
AY780674.2.gene1.p01	IMP-18	ARO:3002209
AY847144.1.gene1.p01	CTX-M-48	ARO:3001910
AY847145.1.gene1.p01	CTX-M-49	ARO:3001911
AY750907.1.gene1.p01	OXA-64	ARO:3001613
AY750909.1.gene1.p01	OXA-66	ARO:3001615
AY570763.1.gene3.p01	OXA-58	ARO:3001611
AY750911.1.gene1.p01	OXA-69	ARO:3001617
AY826417.1.gene1.p01	TEM-136	ARO:3001000
AY339625.2.gene8.p01	CMY-13	ARO:3002024
AY750908.1.gene1.p01	OXA-65	ARO:3001614
AY822595.1.gene1.p01	CTX-M-38	ARO:3001900
AY847143.1.gene1.p01	CTX-M-47	ARO:3001909
AY743435.1.gene1.p01	MIR-3	ARO:3002169
AY750910.1.gene1.p01	OXA-68	ARO:3001616
AY750912.1.gene1.p01	OXA-70	ARO:3001618
AY862132.1.gene1.p01	OXA-78	ARO:3001645
FR823292.1.gene2.p01	PC1 beta-lactamase (blaZ)	ARO:3000621
AY949203.1.gene1.p01	OXA-76	ARO:3001621
AY847148.1.gene1.p01	CTX-M-72	ARO:3001933
AY859529.1.gene1.p01	OXA-75	ARO:3001620
AY954516.1.gene1.p1	CTX-M-39	ARO:3001901
NC_012469.1.7687128.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AY847147.1.gene1.p01	CTX-M-46	ARO:3001908
AY853593.1.gene1.p1	TEM-138	ARO:3001002
AY847146.1.gene1.p01	CTX-M-50	ARO:3001912
AY874537.1.gene1.p01	TEM-11	ARO:3000883
AY949202.1.gene1.p01	OXA-77	ARO:3001622
AY956335.1.gene1.p1	TEM-141	ARO:3001004
NC_002516.2.878839.p01	amrA	ARO:3002982
DQ102702.1.gene1.p1	CTX-M-43	ARO:3001905
DQ023162.1.gene1.p1	CTX-M-41	ARO:3001903
DQ061159.1.gene1.p01	CTX-M-42	ARO:3001904
AY960293.2.gene1.p2	CMY-20	ARO:3002031
D13304.2.gene1.p01	MOX-1	ARO:3002182
DQ139328.1.gene1.p1	CMY-21	ARO:3002032
D37830.1.gene1.p01	CTX-M-44	ARO:3001906
DQ105529.2.gene1.p01	TEM-146	ARO:3001013
DQ105528.2.gene1.p01	TEM-145	ARO:3001012
DQ072853.1.gene1.p01	TEM-139	ARO:3001003
DQ075245.1.gene1.p01	TEM-143	ARO:3001006
D13210.1.gene1.p01	CARB-12	ARO:3002250
D89862.1.gene1.p01	CTX-M-45	ARO:3001907
AY740681.1.gene9.p01	PER-3	ARO:3002365
NC_002516.2.882104.p01	antibiotic sensitive signal peptidase I	ARO:3000717
DQ143913.1.gene4.p01	VIM-12	ARO:3002282
AY339625.2.gene14.p01	VIM-1	ARO:3002271
DQ256079.1.gene1.p01	CMY-22	ARO:3002033
DQ286729.1.gene1.p1	TEM-55	ARO:3000924
DQ309276.1.gene1.p01	OXA-84	ARO:3001624
DQ365886.1.gene1.p01	VIM-13	ARO:3002283
DQ223685.1.gene1.p01	CTX-M-52	ARO:3001914
DQ256091.1.gene1.p1	CTX-M-82	ARO:3001943
DQ309277.1.gene1.p01	OXA-83	ARO:3001623
DQ211987.1.gene1.p01	CTX-M-51	ARO:3001913
DQ279850.1.gene1.p1	TEM-147	ARO:3001014
DQ348075.1.gene1.p01	OXA-87	ARO:3001704
DQ149247.1.gene1.p01	OXA-86	ARO:3001703
DQ392963.1.gene1.p01	OXA-88	ARO:3001626
DQ335566.1.gene1.p01	OXA-92	ARO:3001632
DQ369751.1.gene1.p01	TEM-149	ARO:3001016
DQ519090.1.gene1.p01	OXA-96	ARO:3001631
DQ834728.1.gene1.p1	TEM-152	ARO:3001019
DQ834729.1.gene1.p1	TEM-151	ARO:3001018
EF125013.1.gene1.p01	ACT-3	ARO:3001823
DQ519087.1.gene1.p01	OXA-93	ARO:3001628
DQ519088.1.gene1.p01	OXA-94	ARO:3001629
DQ679961.1.gene1.p01	TEM-155	ARO:3001021
DQ408762.1.gene1.p1	CTX-M-59	ARO:3001920
DQ445683.1.gene1.p01	OXA-89	ARO:3001625
DQ463751.1.gene1.p01	CMY-23	ARO:3002034
DQ491200.1.gene1.p01	OXA-67	ARO:3001437
DQ519089.1.gene1.p01	OXA-95	ARO:3001630
DQ888718.1.gene1.p01	OXA-99	ARO:3001649
DQ909059.1.gene1.p1	TEM-157	ARO:3001023
DQ519086.1.gene2.p01	OXA-91	ARO:3001627
DQ522237.1.gene5.p01	OXA-21	ARO:3001416
DQ810789.1.gene1.p01	CTX-M-55	ARO:3001917
DQ885477.1.gene1.p01	CTX-M-55	ARO:3001917
DQ361087.2.gene1.p01	IMP-22	ARO:3002213
EF136376.1.gene1.p01	TEM-159	ARO:3001025
EF136375.1.gene1.p01	VEB-4	ARO:3002373
EF192154.1.gene1.p01	IMP-24	ARO:3002215
EF210159.1.gene1.p01	CTX-M-58	ARO:3001919
EF394370.1.gene1.p01	CMY-34	ARO:3002045
EF394371.1.gene1.p01	CMY-35	ARO:3002046
EF417572.2.gene1.p01	MIR-4	ARO:3002167
EF415650.1.gene1.p01	CMY-24	ARO:3002035
EF420108.1.gene1.p01	VEB-5	ARO:3002375
EF374097.1.gene1.p01	CTX-M-56	ARO:3001918
EF136377.1.gene1.p01	TEM-160	ARO:3001026
EF219142.1.gene1.p01	CTX-M-61	ARO:3001922
EF418608.1.gene1.p01	CTX-M-65	ARO:3001926
DQ268764.2.gene6.p01	CTX-M-53	ARO:3001915
EF534736.1.gene1.p01	TEM-158	ARO:3001024
EF468463.1.gene1.p01	TEM-162	ARO:3001028
EF534256.2.gene1.p01	OXA-72	ARO:3001705
EF561644.1.gene1.p01	CMY-28	ARO:3002039
EF650032.1.gene1.p01	OXA-106	ARO:3001637
EF118171.1.gene7.p01	sul1	ARO:3000410
EF552405.1.gene1.p01	OXA-141	ARO:3001802
DQ522237.1.gene4.p01	cmlA5	ARO:3002695
EF426798.1.gene1.p1	CTX-M-79	ARO:3001940
EF581888.1.gene1.p01	CTX-M-67	ARO:3001928
EF581285.1.gene1.p01	OXA-104	ARO:3001636
EF622224.1.gene1.p01	CMY-31	ARO:3002042
EF650033.1.gene1.p01	OXA-107	ARO:3001638
EF650034.1.gene1.p01	OXA-108	ARO:3001639
EF102240.1.gene3.p01	msrE	ARO:3003109
EF650035.1.gene1.p01	OXA-109	ARO:3001640
EU019534.1.gene1.p01	OXA-79	ARO:3001633
EU019535.1.gene1.p01	OXA-80	ARO:3001634
EU019536.1.gene1.p01	OXA-82	ARO:3001635
EF118171.1.gene4.p01	IMP-19	ARO:3002210
EF685372.2.gene1.p1	CMY-30	ARO:3002041
EF653400.1.gene1.p01	OXA-113	ARO:3001644
EF685371.2.gene1.p1	CMY-29	ARO:3002040
EF650037.1.gene1.p01	OXA-111	ARO:3001642
EF650036.1.gene1.p01	OXA-110	ARO:3001641
EF650038.1.gene1.p01	OXA-112	ARO:3001643
EU086830.1.gene1.p01	OXA-136	ARO:3001765
EU086834.1.gene1.p01	OXA-137	ARO:3001767
EU375515.1.gene1.p1	OXA-128	ARO:3001648
EU029998.1.gene2.p01	OXA-115	ARO:3001440
EU136031.3.gene1.p3	CTX-M-81	ARO:3001942
EU202673.2.gene1.p2	CTX-M-80	ARO:3001941
EU419745.1.gene1.p01	VIM-15	ARO:3002285
EU496815.1.gene1.p1	CMY-32	ARO:3002043
EU515250.1.gene1.p01	CMY-27	ARO:3002038
EU177100.1.gene1.p01	CTX-M-68	ARO:3001929
EU188842.1.gene1.p1	OXA-114a	ARO:3001609
EU220745.1.gene1.p01	OXA-117	ARO:3001442
EU274580.1.gene1.p1	TEM-164	ARO:3001030
EU402393.1.gene1.p1	CTX-M-69	ARO:3001930
EU419746.1.gene1.p01	VIM-16	ARO:3002286
DQ522237.1.gene2.p01	ANT(2'')-Ia	ARO:3000230
EU220744.1.gene1.p01	OXA-116	ARO:3001441
EU496816.1.gene1.p1	CMY-33	ARO:3002044
EU515248.1.gene1.p01	MOX-3	ARO:3002186
DQ522237.1.gene3.p01	IMP-30	ARO:3002221
EU547447.1.gene1.p1	OXA-132	ARO:3001653
EU555534.1.gene1.p01	KPC-6	ARO:3002316
EU748544.1.gene1.p1	PER-4	ARO:3002366
FJ194494.1.gene1.p01	OXA-146	ARO:3001779
EU545409.1.gene1.p1	CTX-M-87	ARO:3001947
EU729727.1.gene1.p1	KPC-7	ARO:3002317
EU515249.1.gene1.p01	CMY-25	ARO:3002036
EU547445.1.gene1.p1	OXA-130	ARO:3001651
FJ234412.1.gene1.p01	KPC-8	ARO:3002318
EU515251.1.gene1.p01	CMY-40	ARO:3002051
EU541448.1.gene1.p01	IMP-25	ARO:3002216
EU547446.1.gene1.p1	OXA-131	ARO:3001652
FJ214366.1.gene1.p1	CTX-M-83	ARO:3001944
EU815939.1.gene1.p1	TEM-163	ARO:3001029
FJ197316.1.gene1.p1	TEM-166	ARO:3001032
FJ214367.1.gene1.p1	CTX-M-84	ARO:3001945
FJ214368.1.gene1.p1	CTX-M-85	ARO:3002495
FJ237366.1.gene1.p1	ACT-6	ARO:3001825
EF102240.1.gene13.p01	OXA-97	ARO:3001647
FJ262599.1.gene1.p1	MOX-4	ARO:3002184
FJ360626.1.gene1.p01	CMY-43	ARO:3002054
FJ405211.1.gene1.p01	TEM-57	ARO:3000926
FJ237367.1.gene1.p1	MIR-5	ARO:3002170
FJ237367.1.gene1.p1	MIR-8	ARO:3002173
FJ360884.1.gene1.p01	TEM-167	ARO:3001033
FJ237368.1.gene1.p1	ACT-7	ARO:3001830
FJ237369.1.gene1.p1	ACT-5	ARO:3001824
FJ214369.1.gene1.p1	CTX-M-86	ARO:3001946
FJ437066.1.gene1.p1	CMY-44	ARO:3002055
FJ907381.1.gene1.p01	CTX-M-90	ARO:3001950
FJ825622.1.gene1.p1	VEB-7	ARO:3002376
FJ873740.1.gene1.p01	TEM-169	ARO:3001035
FN546177.1.gene1.p01	CMY-45	ARO:3002056
FJ627180.1.gene1.p01	PER-5	ARO:3002367
FJ822963.1.gene1.p01	VIM-19	ARO:3002289
FJ919776.1.gene1.p01	TEM-168	ARO:3001034
FJ873739.1.gene1.p01	CTX-M-88	ARO:3001948
FJ807656.1.gene1.p01	TEM-154	ARO:3001020
FJ815436.1.gene1.p01	CTX-M-71	ARO:3001932
FJ971899.1.gene1.p1	CTX-M-89	ARO:3001949
FJ854362.1.gene4.p01	dfrA7	ARO:3002862
FJ872530.1.gene1.p01	OXA-144	ARO:3002480
FJ848783.1.gene2.p01	AAC(6')-Ib4	ARO:3002577
FN813245.1.gene2.p01	CTX-M-95	ARO:3001955
GQ149243.1.gene1.p01	CTX-M-74	ARO:3001935
FN652295.1.gene1.p01	TEM-177	ARO:3001042
GQ152600.1.gene1.p01	MOX-5	ARO:3002188
FR865168.1.gene1.p01	OXA-216	ARO:3001488
GQ140348.1.gene1.p01	KPC-10	ARO:3002320
FJ820124.1.gene2.p1	GES-10	ARO:3002339
FN554543.1.gene1.p01	GES-12	ARO:3002341
FN556186.1.gene1.p01	CMY-46	ARO:3002057
FR853176.1.gene1.p01	OXA-208	ARO:3001486
GQ149244.1.gene1.p01	CTX-M-75	ARO:3001936
FJ854362.1.gene2.p01	GES-11	ARO:3002340
GQ149347.1.gene4.p1	TEM-171	ARO:3001037
FJ848783.1.gene3.p01	OXA-147	ARO:3001801
FR748153.1.gene2.p01	VIM-26	ARO:3002296
GQ351345.1.gene1.p01	CMY-73	ARO:3002086
GQ351346.1.gene1.p01	CTX-M-114	ARO:3001974
FJ790516.1.gene3.p01	OXA-145	ARO:3001804
GQ402541.1.gene1.p01	CMY-49	ARO:3002060
GQ152601.1.gene1.p01	MOX-6	ARO:3002185
GQ242167.1.gene1.p01	VIM-23	ARO:3002293
FJ790516.1.gene2.p01	AAC(6')-Ib3	ARO:3002576
GQ152602.1.gene1.p01	MOX-7	ARO:3002189
GQ396303.1.gene1.p01	PER-6	ARO:3002368
GQ428198.1.gene1.p01	SHV-121	ARO:3001168
GQ853679.1.gene1.p1	OXA-148	ARO:3001453
FJ854362.1.gene3.p01	AAC(6')-Ib3	ARO:3002576
GU127598.1.gene1.p1	CTX-M-92	ARO:3001952
GU208678.1.gene1.p01	GES-15	ARO:3002344
HM113559.1.gene1.p01	OXA-173	ARO:3001657
GQ853681.1.gene1.p1	OXA-150	ARO:3001455
GU550123.1.gene1.p1	TEM-176	ARO:3001041
HM066995.1.gene1.p01	KPC-11	ARO:3002321
HM113558.1.gene1.p01	OXA-172	ARO:3001656
GQ853680.1.gene1.p1	OXA-149	ARO:3001454
GQ149347.1.gene3.p1	bleomycin resistance protein (BRP)	ARO:3001205
GQ870432.1.gene1.p1	CTX-M-91	ARO:3001951
GU045307.1.gene1.p1	IMP-26	ARO:3002217
GU207844.1.gene1.p01	GES-14	ARO:3002343
GU827715.1.gene1.p01	SHV-129	ARO:3001176
GU831575.1.gene1.p01	OXA-164	ARO:3001662
GU932590.1.gene1.p1	SHV-128	ARO:3001175
HM488989.1.gene1.p1	OXA-168	ARO:3001468
GQ202693.1.gene2.p01	OXA-161	ARO:3001799
HM113560.1.gene1.p01	OXA-174	ARO:3001658
HM113564.1.gene1.p01	OXA-178	ARO:3001472
HM113561.1.gene1.p01	OXA-175	ARO:3001659
HM167760.1.gene1.p01	CTX-M-94	ARO:3001954
HM246246.1.gene1.p1	TEM-187	ARO:3001047
HM488987.1.gene1.p1	OXA-166	ARO:3001466
HM488988.1.gene1.p1	OXA-167	ARO:3001467
HM488990.1.gene1.p1	OXA-169	ARO:3001469
HM113562.1.gene1.p01	OXA-176	ARO:3001660
HM488986.1.gene1.p1	OXA-165	ARO:3001465
HM113563.1.gene1.p01	OXA-177	ARO:3001661
HM488991.1.gene1.p1	OXA-170	ARO:3001470
HM855205.1.gene1.p01	VIM-24	ARO:3002294
HM570035.1.gene1.p01	OXA-179	ARO:3001473
HM803271.1.gene1.p01	CTX-M-99	ARO:3001958
GU169702.1.gene2.p01	GES-13	ARO:3002342
HM488992.1.gene1.p1	OXA-171	ARO:3001471
HM544039.1.gene1.p1	CMY-54	ARO:3002065
HM559945.1.gene1.p01	SHV-134	ARO:3001178
HM565917.1.gene1.p01	FOX-8	ARO:3002161
HM570036.1.gene1.p01	OXA-180	ARO:3001474
HQ122933.1.gene1.p01	OXA-134	ARO:3001695
HM544040.1.gene1.p1	CMY-55	ARO:3002066
HM755448.1.gene1.p01	CTX-M-98	ARO:3001957
HQ111474.1.gene2.p01	AAC(6')-Ib3	ARO:3002576
HQ322613.1.gene1.p01	CMY-56	ARO:3002067
HQ336940.1.gene1.p01	CMY-53	ARO:3002064
HQ425492.1.gene1.p01	OXA-194	ARO:3001479
HQ425493.1.gene1.p01	OXA-195	ARO:3001480
HQ425494.1.gene1.p01	OXA-196	ARO:3001481
HM015773.1.gene6.p01	OXA-162	ARO:3001776
HQ398214.1.gene1.p01	CTX-M-101	ARO:3001960
HQ398215.1.gene1.p01	CTX-M-102	ARO:3001961
HQ285243.1.gene1.p01	CMY-57	ARO:3002068
HQ166709.1.gene1.p01	CTX-M-93	ARO:3001953
HQ322612.1.gene1.p01	DHA-6	ARO:3002135
HQ425495.1.gene1.p01	OXA-197	ARO:3001482
HQ438058.1.gene1.p01	IMP-29	ARO:3002220
HM750249.1.gene1.p01	VIM-25	ARO:3002295
HQ111474.1.gene3.p01	OXA-183	ARO:3001475
HQ529916.1.gene1.p01	TEM-183	ARO:3001045
HQ641421.1.gene1.p01	KPC-12	ARO:3002322
HQ693810.1.gene2.p01	ACT-9	ARO:3001826
HQ700343.1.gene1.p01	OXA-163	ARO:3001783
HQ734812.1.gene1.p01	OXA-201	ARO:3001666
HQ661363.1.gene1.p1	SHV-137	ARO:3001181
HQ734811.1.gene1.p01	OXA-200	ARO:3001665
HQ456945.1.gene1.p01	DHA-7	ARO:3002136
HQ637576.1.gene1.p01	SHV-135	ARO:3001179
HQ832678.1.gene1.p01	CMY-64	ARO:3002077
HQ858608.1.gene1.p01	VIM-27	ARO:3002297
HQ833652.1.gene1.p01	CTX-M-104	ARO:3001963
HQ661362.1.gene1.p1	SHV-121	ARO:3001168
HQ734813.1.gene1.p01	OXA-202	ARO:3001667
HQ833651.1.gene1.p01	CTX-M-105	ARO:3001965
HQ874631.1.gene1.p1	GES-17	ARO:3002346
HQ998857.1.gene1.p01	OXA-203	ARO:3001664
JF274242.1.gene1.p01	CTX-M-110	ARO:3001970
JF460795.1.gene1.p01	CMY-61	ARO:3002074
HQ913565.1.gene1.p01	CTX-M-106	ARO:3001966
JF274246.1.gene1.p01	CTX-M-112	ARO:3001972
JF274243.1.gene1.p01	CTX-M-111	ARO:3001971
JF273470.1.gene1.p01	OXA-192	ARO:3001766
JF274247.1.gene1.p01	CTX-M-113	ARO:3001973
JF460794.1.gene1.p01	CMY-60	ARO:3002073
JF460796.1.gene1.p01	CMY-62	ARO:3002075
JF800667.1.gene1.p01	ANT(2'')-Ia	ARO:3000230
JF795487.1.gene1.p01	OXA-210	ARO:3001487
JF894248.1.gene1.p1	IMP-27	ARO:3002218
JF896803.1.gene1.p01	FOX-9	ARO:3002163
JF966749.1.gene1.p01	CTX-M-116	ARO:3001976
JN211012.1.gene1.p01	TEM-188	ARO:3001048
JF949916.1.gene1.p01	TEM-191	ARO:3001051
JF949915.1.gene1.p01	TEM-192	ARO:3001052
JN051143.1.gene1.p01	SHV-140	ARO:3001182
JN227084.1.gene1.p01	TEM-186	ARO:3001046
JF273491.1.gene2.p01	DHA-5	ARO:3002138
JF900599.1.gene1.p01	VIM-28	ARO:3002298
JN129451.1.gene2.p01	OXA-4	ARO:3001399
JN215211.1.gene1.p01	OXA-219	ARO:3001668
JN227085.1.gene1.p01	CTX-M-117	ARO:3001977
JF800667.1.gene2.p01	OXA-205	ARO:3001483
JN248564.1.gene1.p01	OXA-223	ARO:3001669
JN129451.1.gene1.p01	VIM-30	ARO:3002300
JN416112.1.gene1.p01	TEM-190	ARO:3001050
JN603240.1.gene1.p1	OXA-217	ARO:3001489
JN254627.1.gene1.p01	TEM-189	ARO:3001049
JN848330.1.gene1.p01	ACT-10	ARO:3001832
JN638887.1.gene1.p01	OXA-225	ARO:3001493
JN848782.1.gene1.p01	IMP-33	ARO:3002224
L07945.1.gene1.p01	OXA-3	ARO:3001398
M37839.2.gene1.p01	MIR-1	ARO:3002166
GU371926.1.gene94.p01	TEM-33	ARO:3000903
JN596991.2.gene2.p01	IMP-18	ARO:3002209
M69058.1.gene2.p01	CARB-2	ARO:3002241
JN205800.1.gene6.p01	OXA-181	ARO:3001784
JN596991.2.gene4.p01	OXA-224	ARO:3001806
NC_011035.1.6448126.p01	elongation factor G	ARO:3000730
JF268688.1.gene5.p01	OXA-209	ARO:3001809
NC_002516.2.881744.p01	elongation factor G	ARO:3000730
NC_008702.1.4607211.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_008702.1.4608579.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_002516.2.877851.p01	oprM	ARO:3000379
NC_002516.2.880183.p01	nalD	ARO:3000819
NC_002516.2.879611.p01	elongation factor G	ARO:3000730
CP001138.1.gene2414.p01	antibiotic sensitive arabinosyltransferase	ARO:3000725
CP001138.1.gene4034.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_002516.2.879741.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_002516.2.880212.p01	mexE	ARO:3000803
NC_002516.2.880347.p01	opmD	ARO:3000809
NC_002516.2.879566.p01	elongation factor G	ARO:3000730
NC_002516.2.881697.p01	elfamycin resistant EF-Tu	ARO:3001312
CP001138.1.gene1320.p01	cycloserine sensitive alanine racemase	ARO:3000722
AE000516.2.gene4239.p01	Mycobacterium tuberculosis gidB mutation conferring resistance to streptomycin	ARO:3003470
NC_002516.2.878149.p01	PDC-1	ARO:3002497
AE000516.2.gene5.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_002516.2.882884.p01	mexF	ARO:3000804
NC_011035.1.6448083.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_012469.1.7685534.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_008702.1.4606647.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_002516.2.881078.p01	mexC	ARO:3000800
AE000516.2.gene3632.p01	mfpA	ARO:3003035
NC_002516.2.881736.p01	elongation factor G	ARO:3000730
NC_002516.2.881710.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AE000516.2.gene1666.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_008702.1.4607077.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_002516.2.880450.p01	mexH	ARO:3000807
NC_002516.2.880362.p01	nalC	ARO:3000818
NC_008702.1.4610048.p01	elongation factor G	ARO:3000730
NC_002516.2.881699.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AE000516.2.gene363.p1.p01	Mycobacterium tuberculosis iniC mutant conferring resistance to ethambutol	ARO:3003451
NC_012469.1.7686708.p01	elongation factor G	ARO:3000730
NC_002516.2.879897.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_012469.1.7686402.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AE000516.2.gene724.p01	Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin	ARO:3003395
NC_008702.1.4608415.p01	elongation factor G	ARO:3000730
NC_008702.1.4607122.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_012469.1.7686821.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
CP001138.1.gene3675.p01	elongation factor G	ARO:3000730
NC_008702.1.4609127.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_002516.2.878646.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_002516.2.878882.p01	amrB	ARO:3002983
CP001138.1.gene2385.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_002516.2.881079.p01	nfxB	ARO:3000820
NC_012469.1.7687137.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_011035.1.6448762.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_002516.2.881718.p01	elfamycin resistant EF-Tu	ARO:3001312
AY037780.1.gene1.p01	LEN-2	ARO:3002455
FJ666065.1.gene1.p1	PDC-1	ARO:3002497
AB008454.1.gene1.p01	SRT-1	ARO:3002493
Z33413.1.gene3.p01	FosC	ARO:3000380
DQ489307.1.gene2.p01	OCH-8	ARO:3002521
NC_012469.1.7685406.p01	fluoroquinolone sensitive parC	ARO:3000735
HQ203032.1.gene1.p01	RbpA	ARO:3000245
EU523697.1.gene2.p01	tet42	ARO:3000572
AY487229.1.gene4.p01	Erm(39)	ARO:3000602
AE000516.2.gene277.p01	AAC(2')-Ic	ARO:3002525
DQ212986.1.gene6.p01	vanYG1	ARO:3002959
DQ212986.1.gene3.p01	vanU	ARO:3000575
DQ212986.1.gene9.p01	vanXYG	ARO:3003069
DQ212986.1.gene11.p01	vanTG	ARO:3002972
CP001138.1.gene4468.p01	cycloserine sensitive alanine racemase	ARO:3000722
AE000516.2.gene3113.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AY264780.2.gene3.p01	tet41	ARO:3000569
DQ212986.1.gene4.p01	vanRG	ARO:3002926
DQ212986.1.gene8.p01	vanG	ARO:3002909
DQ212986.1.gene7.p01	vanWG	ARO:3002965
DQ212986.1.gene5.p01	vanSG	ARO:3002937
NC_002516.2.880346.p01	mexI	ARO:3000808
NC_002516.2.878055.p01	cycloserine sensitive alanine racemase	ARO:3000722
CP001138.1.gene4363.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_002516.2.877855.p01	mexA	ARO:3000377
CP001138.1.gene4488.p01	Salmonella serovars soxS mutants	ARO:3003383
NC_012469.1.7685970.p01	mel	ARO:3000616
NC_002516.2.882885.p01	oprN	ARO:3000805
CP001138.1.gene611.p01	Salmonella serovars ramR mutants	ARO:3003379
AE000516.2.gene726.p01	elongation factor G	ARO:3000730
NC_002516.2.877857.p01	mexR	ARO:3000506
CP001138.1.gene3336.p01	Salmonella serovars parE conferring resistance to fluoroquinolones 	ARO:3003317
AE000516.2.gene2404.p01	Mycobacterium tuberculosis kasA mutant conferring resistance to isoniazid	ARO:3003463
JF703135.1.gene1.p1	NDM-2	ARO:3000590
HQ328085.1.gene1.p01	NDM-1	ARO:3000589
AB083212.gene.p01	rmtA	ARO:3000859
A15097.gene.p01	EreB	ARO:3000363
AB014481.gene.p01	ErmY	ARO:3002825
AB061440.gene.p01	tet34	ARO:3002870
AF022114.gene.p01	ROB-1	ARO:3002995
AB211124.gene.p01	sat-1	ARO:3002895
